train_game,train_opponent,test_game,test_opponent,kld,test_coop_rate,optimal_coop_rate
stag-hunt,0.7,prisoners-dilemma,0.5,0.0,0.0,0.0
stag-hunt,0.9,prisoners-dilemma,0.5,0.0,0.0,0.0
prisoners-dilemma,0.1,prisoners-dilemma,0.7,0.0,0.0,0.0
prisoners-dilemma,0.3,prisoners-dilemma,0.7,0.0,0.0,0.0
prisoners-dilemma,0.5,prisoners-dilemma,0.7,0.0,0.0,0.0
prisoners-dilemma,0.9,prisoners-dilemma,0.7,0.0,0.0,0.0
hawk-dove,0.1,prisoners-dilemma,0.7,0.0,0.0,0.0
hawk-dove,0.3,prisoners-dilemma,0.7,0.0,0.0,0.0
hawk-dove,0.5,prisoners-dilemma,0.7,0.0,0.0,0.0
hawk-dove,0.7,prisoners-dilemma,0.7,23.025850925235286,1.0,0.0
hawk-dove,0.9,prisoners-dilemma,0.7,23.025850925235286,1.0,0.0
stag-hunt,0.1,prisoners-dilemma,0.7,23.025850925235286,1.0,0.0
stag-hunt,0.3,prisoners-dilemma,0.7,23.025850925235286,1.0,0.0
stag-hunt,0.5,prisoners-dilemma,0.7,13.155679665549219,0.6005625,0.0
stag-hunt,0.7,prisoners-dilemma,0.7,0.0,0.0,0.0
stag-hunt,0.9,prisoners-dilemma,0.7,0.0,0.0,0.0
prisoners-dilemma,0.1,prisoners-dilemma,0.9,0.0,0.0,0.0
prisoners-dilemma,0.3,prisoners-dilemma,0.9,0.0,0.0,0.0
prisoners-dilemma,0.5,prisoners-dilemma,0.9,0.0,0.0,0.0
prisoners-dilemma,0.7,prisoners-dilemma,0.9,0.0,0.0,0.0
hawk-dove,0.1,prisoners-dilemma,0.9,0.0,0.0,0.0
hawk-dove,0.3,prisoners-dilemma,0.9,0.0,0.0,0.0
hawk-dove,0.5,prisoners-dilemma,0.9,0.0,0.0,0.0
hawk-dove,0.7,prisoners-dilemma,0.9,23.025850925235286,1.0,0.0
hawk-dove,0.9,prisoners-dilemma,0.9,23.025850925235286,1.0,0.0
stag-hunt,0.1,prisoners-dilemma,0.9,23.025850925235286,1.0,0.0
stag-hunt,0.3,prisoners-dilemma,0.9,23.025850925235286,1.0,0.0
stag-hunt,0.5,prisoners-dilemma,0.9,13.10003647132414,0.5981875,0.0
stag-hunt,0.7,prisoners-dilemma,0.9,0.0,0.0,0.0
stag-hunt,0.9,prisoners-dilemma,0.9,0.0,0.0,0.0
prisoners-dilemma,0.1,hawk-dove,0.1,0.0,0.0,0.0
prisoners-dilemma,0.3,hawk-dove,0.1,0.0,0.0,0.0
prisoners-dilemma,0.5,hawk-dove,0.1,0.0,0.0,0.0
prisoners-dilemma,0.7,hawk-dove,0.1,0.0,0.0,0.0
prisoners-dilemma,0.9,hawk-dove,0.1,0.0,0.0,0.0
hawk-dove,0.3,hawk-dove,0.1,0.0,0.0,0.0
hawk-dove,0.5,hawk-dove,0.1,0.0,0.0,0.0
hawk-dove,0.7,hawk-dove,0.1,23.025850925235286,1.0,0.0
hawk-dove,0.9,hawk-dove,0.1,23.025850925235286,1.0,0.0
stag-hunt,0.1,hawk-dove,0.1,23.025850925235286,1.0,0.0
stag-hunt,0.3,hawk-dove,0.1,23.025850925235286,1.0,0.0
stag-hunt,0.5,hawk-dove,0.1,13.218672693381384,0.6032500000000001,0.0
stag-hunt,0.7,hawk-dove,0.1,0.0,0.0,0.0
stag-hunt,0.9,hawk-dove,0.1,0.0,0.0,0.0
prisoners-dilemma,0.1,hawk-dove,0.3,0.0,0.0,0.0
prisoners-dilemma,0.3,hawk-dove,0.3,0.0,0.0,0.0
prisoners-dilemma,0.5,hawk-dove,0.3,0.0,0.0,0.0
prisoners-dilemma,0.7,hawk-dove,0.3,0.0,0.0,0.0
prisoners-dilemma,0.9,hawk-dove,0.3,0.0,0.0,0.0
hawk-dove,0.1,hawk-dove,0.3,0.0,0.0,0.0
hawk-dove,0.5,hawk-dove,0.3,0.0,0.0,0.0
hawk-dove,0.7,hawk-dove,0.3,23.025850925235286,1.0,0.0
hawk-dove,0.9,hawk-dove,0.3,23.025850925235286,1.0,0.0
stag-hunt,0.1,hawk-dove,0.3,23.025850925235286,1.0,0.0
stag-hunt,0.3,hawk-dove,0.3,23.025850925235286,1.0,0.0
stag-hunt,0.5,hawk-dove,0.3,13.202555328165747,0.6025625000000001,0.0
stag-hunt,0.7,hawk-dove,0.3,0.0,0.0,0.0
stag-hunt,0.9,hawk-dove,0.3,0.0,0.0,0.0
prisoners-dilemma,0.1,hawk-dove,0.5,0.0,0.0,0.0
prisoners-dilemma,0.3,hawk-dove,0.5,0.0,0.0,0.0
prisoners-dilemma,0.5,hawk-dove,0.5,0.0,0.0,0.0
prisoners-dilemma,0.7,hawk-dove,0.5,0.0,0.0,0.0
prisoners-dilemma,0.9,hawk-dove,0.5,0.0,0.0,0.0
hawk-dove,0.1,hawk-dove,0.5,0.0,0.0,0.0
hawk-dove,0.3,hawk-dove,0.5,0.0,0.0,0.0
hawk-dove,0.7,hawk-dove,0.5,23.025850925235286,1.0,0.0
hawk-dove,0.9,hawk-dove,0.5,23.025850925235286,1.0,0.0
stag-hunt,0.1,hawk-dove,0.5,23.025850925235286,1.0,0.0
stag-hunt,0.3,hawk-dove,0.5,23.025850925235286,1.0,0.0
stag-hunt,0.5,hawk-dove,0.5,13.183510077387108,0.60175,0.0
stag-hunt,0.7,hawk-dove,0.5,0.0,0.0,0.0
stag-hunt,0.9,hawk-dove,0.5,0.0,0.0,0.0
prisoners-dilemma,0.1,hawk-dove,0.7,23.02585084249492,0.0,1.0
prisoners-dilemma,0.3,hawk-dove,0.7,23.02585084249492,0.0,1.0
prisoners-dilemma,0.5,hawk-dove,0.7,23.02585084249492,0.0,1.0
prisoners-dilemma,0.7,hawk-dove,0.7,23.02585084249492,0.0,1.0
prisoners-dilemma,0.9,hawk-dove,0.7,23.02585084249492,0.0,1.0
hawk-dove,0.1,hawk-dove,0.7,23.02585084249492,0.0,1.0
hawk-dove,0.3,hawk-dove,0.7,23.02585084249492,0.0,1.0
hawk-dove,0.5,hawk-dove,0.7,23.02585084249492,0.0,1.0
hawk-dove,0.9,hawk-dove,0.7,0.0,1.0,1.0
stag-hunt,0.1,hawk-dove,0.7,0.0,1.0,1.0
stag-hunt,0.3,hawk-dove,0.7,0.0,1.0,1.0
stag-hunt,0.5,hawk-dove,0.7,8.526018999967057,0.6005,1.0
stag-hunt,0.7,hawk-dove,0.7,23.02585084249492,0.0,1.0
stag-hunt,0.9,hawk-dove,0.7,23.02585084249492,0.0,1.0
prisoners-dilemma,0.1,hawk-dove,0.9,23.02585084249492,0.0,1.0
prisoners-dilemma,0.3,hawk-dove,0.9,23.02585084249492,0.0,1.0
prisoners-dilemma,0.5,hawk-dove,0.9,23.02585084249492,0.0,1.0
prisoners-dilemma,0.7,hawk-dove,0.9,23.02585084249492,0.0,1.0
prisoners-dilemma,0.9,hawk-dove,0.9,23.02585084249492,0.0,1.0
hawk-dove,0.1,hawk-dove,0.9,23.02585084249492,0.0,1.0
hawk-dove,0.3,hawk-dove,0.9,23.02585084249492,0.0,1.0
hawk-dove,0.5,hawk-dove,0.9,23.02585084249492,0.0,1.0
hawk-dove,0.7,hawk-dove,0.9,0.0,1.0,1.0
stag-hunt,0.1,hawk-dove,0.9,0.0,1.0,1.0
stag-hunt,0.3,hawk-dove,0.9,0.001629839666129296,0.9998750000000001,1.0
stag-hunt,0.5,hawk-dove,0.9,8.585406393659504,0.5978749999999999,1.0
stag-hunt,0.7,hawk-dove,0.9,23.02585084249492,0.0,1.0
stag-hunt,0.9,hawk-dove,0.9,23.02585084249492,0.0,1.0
prisoners-dilemma,0.1,stag-hunt,0.1,6.907755275888875,0.0,0.999
prisoners-dilemma,0.3,stag-hunt,0.1,6.907755275888875,0.0,0.999
prisoners-dilemma,0.5,stag-hunt,0.1,6.907755275888875,0.0,0.999
prisoners-dilemma,0.7,stag-hunt,0.1,6.907755275888875,0.0,0.999
prisoners-dilemma,0.9,stag-hunt,0.1,6.907755275888875,0.0,0.999
hawk-dove,0.1,stag-hunt,0.1,6.907755275888875,0.0,0.999
hawk-dove,0.3,stag-hunt,0.1,6.907755275888875,0.0,0.999
hawk-dove,0.5,stag-hunt,0.1,6.907755275888875,0.0,0.999
hawk-dove,0.7,stag-hunt,0.1,0.0010004986216738314,1.0,0.999
hawk-dove,0.9,stag-hunt,0.1,0.0010004986216738314,1.0,0.999
stag-hunt,0.3,stag-hunt,0.1,0.0010004986216738314,1.0,0.999
stag-hunt,0.5,stag-hunt,0.1,2.0716111980592196,0.6029375,0.999
stag-hunt,0.7,stag-hunt,0.1,6.907755275888875,0.0,0.999
stag-hunt,0.9,stag-hunt,0.1,6.907755275888875,0.0,0.999
prisoners-dilemma,0.1,stag-hunt,0.3,6.907755275888875,0.0,0.999
prisoners-dilemma,0.3,stag-hunt,0.3,6.907755275888875,0.0,0.999
prisoners-dilemma,0.5,stag-hunt,0.3,6.907755275888875,0.0,0.999
prisoners-dilemma,0.7,stag-hunt,0.3,6.907755275888875,0.0,0.999
prisoners-dilemma,0.9,stag-hunt,0.3,6.907755275888875,0.0,0.999
hawk-dove,0.1,stag-hunt,0.3,6.907755275888875,0.0,0.999
hawk-dove,0.3,stag-hunt,0.3,6.907755275888875,0.0,0.999
hawk-dove,0.5,stag-hunt,0.3,6.907755275888875,0.0,0.999
hawk-dove,0.7,stag-hunt,0.3,0.0010004986216738314,1.0,0.999
hawk-dove,0.9,stag-hunt,0.3,0.0010004986216738314,1.0,0.999
stag-hunt,0.1,stag-hunt,0.3,0.0010004986216738314,1.0,0.999
stag-hunt,0.5,stag-hunt,0.3,2.0768849173734876,0.602125,0.999
stag-hunt,0.7,stag-hunt,0.3,6.907755275888875,0.0,0.999
stag-hunt,0.9,stag-hunt,0.3,6.907755275888875,0.0,0.999
prisoners-dilemma,0.1,stag-hunt,0.5,0.7052197593892292,0.0,0.506
prisoners-dilemma,0.3,stag-hunt,0.5,0.7052197593892292,0.0,0.506
prisoners-dilemma,0.5,stag-hunt,0.5,0.7052197593892292,0.0,0.506
prisoners-dilemma,0.7,stag-hunt,0.5,0.7052197593892292,0.0,0.506
prisoners-dilemma,0.9,stag-hunt,0.5,0.7052197593892292,0.0,0.506
hawk-dove,0.1,stag-hunt,0.5,0.7052197593892292,0.0,0.506
hawk-dove,0.3,stag-hunt,0.5,0.7052197593892292,0.0,0.506
hawk-dove,0.5,stag-hunt,0.5,0.7052197593892292,0.0,0.506
hawk-dove,0.7,stag-hunt,0.5,0.6812186072944864,1.0,0.506
hawk-dove,0.9,stag-hunt,0.5,0.6812186072944864,1.0,0.506
stag-hunt,0.1,stag-hunt,0.5,0.6812186072944864,1.0,0.506
stag-hunt,0.3,stag-hunt,0.5,0.6812186072944864,1.0,0.506
stag-hunt,0.7,stag-hunt,0.5,0.7052197593892292,0.0,0.506
stag-hunt,0.9,stag-hunt,0.5,0.7052197593892292,0.0,0.506
prisoners-dilemma,0.1,stag-hunt,0.7,0.0,0.0,0.0
prisoners-dilemma,0.3,stag-hunt,0.7,0.0,0.0,0.0
prisoners-dilemma,0.5,stag-hunt,0.7,0.0,0.0,0.0
prisoners-dilemma,0.7,stag-hunt,0.7,0.0,0.0,0.0
prisoners-dilemma,0.9,stag-hunt,0.7,0.0,0.0,0.0
hawk-dove,0.1,stag-hunt,0.7,0.0,0.0,0.0
hawk-dove,0.3,stag-hunt,0.7,0.0,0.0,0.0
hawk-dove,0.5,stag-hunt,0.7,0.0,0.0,0.0
hawk-dove,0.7,stag-hunt,0.7,23.025850925235286,1.0,0.0
hawk-dove,0.9,stag-hunt,0.7,23.025850925235286,1.0,0.0
stag-hunt,0.1,stag-hunt,0.7,23.025850925235286,1.0,0.0
stag-hunt,0.3,stag-hunt,0.7,23.025850925235286,1.0,0.0
stag-hunt,0.5,stag-hunt,0.7,13.154215069919772,0.6005,0.0
stag-hunt,0.9,stag-hunt,0.7,0.0,0.0,0.0
prisoners-dilemma,0.1,stag-hunt,0.9,0.0,0.0,0.0
prisoners-dilemma,0.3,stag-hunt,0.9,0.0,0.0,0.0
prisoners-dilemma,0.5,stag-hunt,0.9,0.0,0.0,0.0
prisoners-dilemma,0.7,stag-hunt,0.9,0.0,0.0,0.0
prisoners-dilemma,0.9,stag-hunt,0.9,0.0,0.0,0.0
hawk-dove,0.1,stag-hunt,0.9,0.0,0.0,0.0
hawk-dove,0.3,stag-hunt,0.9,0.0,0.0,0.0
hawk-dove,0.5,stag-hunt,0.9,0.0,0.0,0.0
hawk-dove,0.7,stag-hunt,0.9,23.025850925235286,1.0,0.0
hawk-dove,0.9,stag-hunt,0.9,23.025850925235286,1.0,0.0
stag-hunt,0.1,stag-hunt,0.9,23.025850925235286,1.0,0.0
stag-hunt,0.3,stag-hunt,0.9,23.025850925235286,1.0,0.0
stag-hunt,0.5,stag-hunt,0.9,13.12053386278859,0.5990624999999999,0.0
stag-hunt,0.7,stag-hunt,0.9,0.0,0.0,0.0
